ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f023858,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,33,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023858,31476,93696,1487.9916666666700,398976,492640,427430.77441070100,21.54942034528630
,f023859,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,35,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023859,31441,103200,1487.9916666666700,397952,501152,428343.83812633300,22.675165420221800
,f023861,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,37,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023861,31404,108800,1487.9916666666700,441344,550144,474019.6498412280,24.46589662579380
,f023868,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,31,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023868,31373,88832,1487.9916666666700,378368,467168,400293.8229716780,20.30714964822030
,f023869,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023869,31339,105408,1487.9916666666700,382144,487552,413324.61637889800,22.556266661797300
,f023870,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023870,31305,104544,1487.9916666666700,367552,472096,398509.49057734400,22.085959986063600
,f023871,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,32,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023871,31273,93056,1487.9916666666700,380704,473728,409535.84426436200,21.0281841709251
,f023876,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023876,31239,100000,1487.9916666666700,389440,489408,418819.0372929960,22.065903090255100
,f023928,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023928,31205,96928,1487.9916666666700,419872,516768,448660.42842981900,22.454750024856200
,f023982,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023982,31200,10752,1487.9916666666700,53696,64416,62724.86884447160,2.81445756543872
,f023983,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023983,31195,12800,1487.9916666666700,44032,56800,54712.450316142000,2.852000704794530
,f023984,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,7,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023984,31188,22528,1487.9916666666700,44672,67200,56989.63457456640,4.037812812275730
,f023985,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f023985,31183,12320,1487.9916666666700,43584,55872,52018.94670109040,2.729020681822260
,f024006,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,89,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024006,31094,157344,1487.9916666666700,1604448,1761792,1639799.206760780,59.217267062246500
,f024007,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,78,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024007,31016,104512,1487.9916666666700,1562848,1667360,1593594.9607244600,51.932062707318800
,f024008,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,70,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024008,30946,107648,1487.9916666666700,1316224,1423872,1348774.3021858300,46.18107585473190
,f024012,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024012,30912,99712,1487.9916666666700,391552,491264,420434.3226832580,22.07282589383070
,f024013,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,40,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024013,30872,96768,1487.9916666666700,574496,671264,604664.6994214780,26.332722437833200
,f024066,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,47,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024066,30825,0,1487.9916666666700,1252192,1252192,1252192.0000000000,31.27617407564890
,f024081,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,53,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024081,30772,95488,1487.9916666666700,931744,1027200,960902.4181363020,35.08197755861530
,f024084,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,57,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024084,30715,92576,1487.9916666666700,1059328,1151904,1085747.0185652900,37.86230089291890
,f024136,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,31,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024136,30684,85376,1487.9916666666700,387936,473280,411747.09947972500,20.192150875100100
,f024146,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024146,30650,104320,1487.9916666666700,381152,485472,410977.2664945490,22.371374158859500
,f024147,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,34,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024147,30616,102912,1487.9916666666700,396192,499072,427076.5195593620,22.610089023069700
,f024148,CN,CN-JX,Tuokexun Windfarm Phase 1 and 2,32,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024148,30584,94880,1487.9916666666700,373856,468736,401435.2098298050,21.03752872563860
,f024182,CN,HK,Tuokexun Windfarm Phase 1 and 2,6,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024182,30578,0,1487.9916666666700,137536,137536,137536,3.4352558374981200
,f024468,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,15,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024468,30563,35360,1487.9916666666700,189248,224480,210315.40526100600,9.356605762145310
,f024511,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,101,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f024511,30462,0,1487.9916666666700,2674656,2674656,2674656.000000000,66.80525562252340
,f025025,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,3,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f025025,30459,0,1487.9916666666700,54944,54944,54944,1.3723439443890800
,f029401,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,468,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f029401,29991,1300128,1487.9916666666700,5673984,6974112,6438859.527663190,311.70416731218900
,f029416,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f029416,29990,0,1487.9916666666700,18816,18816,18816.000000000000,0.4699698539899710
,f030125,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,13,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f030125,29977,56704,1487.9916666666700,38880,95392,59469.758679204100,8.065884576004730
,f030384,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,60,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f030384,29917,0,1487.9916666666700,1594720,1594720,1594720.0000000000,39.83154366256840
,f033123,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,490,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f033123,29427,1518016,1487.9916666666700,5177216,6695200,6025524.771084030,326.6661534591810
,f0136014,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,164,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0136014,29263,0,1487.9916666666700,4355264,4355264,4355264.000000000,108.78203582949500
,f0136033,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,31,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0136033,29232,0,1487.9916666666700,818368,818368,818368.0000000000,20.440491574727100
,f0137019,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,363,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0137019,28869,108480,1487.9916666666700,9078976,9185536,9167919.532165840,241.57750946726600
,f0141446,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,382,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0141446,28487,1064960,1487.9916666666700,4616448,5681376,5225067.107051450,254.0958546397060
,f0143110,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,114,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0143110,28373,10560,1487.9916666666700,2968448,2979008,2978477.1429051500,75.6193268185529
,f0143928,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,169,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0143928,28204,875136,1487.9916666666700,224832,1099616,434091.3455832520,112.401907126711
,f0144194,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,310,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0144194,27894,1216896,1487.9916666666700,1748544,2965408,2595418.857139660,206.04693914523700
,f0144313,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,2099,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0144313,25795,6668992,1487.9916666666700,20124032,26793024,25034158.334668100,1399.2182917663100
,f0146393,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,638,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0146393,25157,1147328,1487.9916666666700,11559360,12706688,11691482.166096400,425.16721240338500
,f0146751,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,40,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0146751,25117,0,1487.9916666666700,1055296,1055296,1055296,26.358275246396700
,f0146875,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,92,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0146875,25025,242400,1487.9916666666700,1153248,1395616,1319859.2714340900,61.096832903933700
,f0149026,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,149,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0149026,24876,356992,1487.9916666666700,1987712,2344640,2304186.9669969000,98.98092639323840
,f0151341,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,150,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0151341,24726,619264,1487.9916666666700,1036544,1655744,1117978.0944113600,99.7894919706794
,f0151371,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,224,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0151371,24502,0,1487.9916666666700,5977472,5977472,5977472.000000000,149.30015109848700
,f0151453,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0151453,24497,23424,1487.9916666666700,64,23424,555.0755100555,2.7322197810632900
,f0151498,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,86,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0151498,24411,453056,1487.9916666666700,64,453056,189434.94584983000,57.308699242046000
,f0151692,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,56,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0151692,24355,0,1487.9916666666700,1477280,1477280,1477280.0000000000,36.89822841742690
,f0152854,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,81,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0152854,24274,0,1487.9916666666700,2141824,2141824,2141824,53.49663650894000
,f0152943,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,64,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0152943,24210,142144,1487.9916666666700,941472,1083616,1036432.0649645200,42.3829216346832
,f0153804,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,143,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0153804,24067,370944,1487.9916666666700,1781984,2152896,2073441.9785057000,94.83670648956700
,f0153960,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,376,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0153960,23691,1476000,1487.9916666666700,2513696,3989120,3167829.59331091,250.41314530064600
,f0154238,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,184,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0154238,23507,636096,1487.9916666666700,1573504,2209536,1938709.3445639900,122.24236464878500
,f0155258,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,44,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0155258,23463,176000,1487.9916666666700,281344,457280,348257.8568204350,29.12328789464700
,f0155687,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0155687,23462,0,1487.9916666666700,5472,5472,5472.000000000000,0.13667490651749100
,f0158142,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,138,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0158142,23324,537088,1487.9916666666700,834368,1371424,1179637.74313252,91.7930474664106
,f0158950,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,186,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0158950,23138,680832,1487.9916666666700,1287296,1959872,1789884.10571296,123.71674945025400
,f0158993,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,64,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0158993,23074,140416,1487.9916666666700,925952,1066304,1048173.0715785800,42.47564396474770
,f0159380,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,478,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0159380,22596,1917024,1487.9916666666700,2569312,4486304,3833239.4040737100,318.21402127364600
,f0159649,CN,CN-CQ,Tuokexun Windfarm Phase 1 and 2,222,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0159649,22374,725696,1487.9916666666700,1929600,2655232,2535088.4117406600,147.5362891783350
,f0159961,CN,CN-CQ,Tuokexun Windfarm Phase 1 and 2,50,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0159961,22324,155680,1487.9916666666700,463872,619520,595384.2487021100,32.93766188949390
,f0161916,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,8,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0161916,22316,0,1487.9916666666700,211072,211072,211072,5.271974756663000
,f0162183,CN,CN-SN,Tuokexun Windfarm Phase 1 and 2,41,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0162183,22275,0,1487.9916666666700,1089472,1089472,1089472,27.211893960786600
,f0164291,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,51,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0164291,22224,170336,1487.9916666666700,442272,612448,544924.6510565130,33.37815452705610
,f0167137,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,6,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0167137,22218,1184,1487.9916666666700,136768,137760,137558.60048499400,3.5732235523052600
,f0172300,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,45,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0172300,22173,124928,1487.9916666666700,539520,664320,610577.7875548140,29.748382924198000
,f0199223,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,46,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0199223,22127,29728,1487.9916666666700,1037824,1067520,1063968.2682810700,30.024818585418300
,f0215370,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,4,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0215370,22123,12480,1487.9916666666700,38144,50624,44458.509915490100,2.558750601303410
,f0216138,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0216138,22118,0,1487.9916666666700,132256,132256,132256.00000000000,3.303376541735630
,f0217771,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,275,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0217771,21843,1179136,1487.9916666666700,1226176,2405248,1846415.1380776000,182.956920264417
,f0218559,CN,CN-CQ,Tuokexun Windfarm Phase 1 and 2,800,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0218559,21043,3142464,1487.9916666666700,4548608,7691008,6730331.117714600,532.787416733103
,f0219106,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,815,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0219106,20228,1604608,1487.9916666666700,12850432,14438656,14271615.193185400,542.6789060308390
,f0220004,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,302,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0220004,19926,1042752,1487.9916666666700,2436608,3479296,3195239.13319407,200.8193197194270
,f0220632,CN,HK,Tuokexun Windfarm Phase 1 and 2,94,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0220632,19832,0,1487.9916666666700,2499008,2499008,2499008,62.41807105015780
,f0222674,CN,CN-GX,Tuokexun Windfarm Phase 1 and 2,1945,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0222674,17887,7964736,1487.9916666666700,10999552,18963840,14893021.251776700,1296.2928100598200
,f0223316,CN,CN-SD,Tuokexun Windfarm Phase 1 and 2,80,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0223316,17807,0,1487.9916666666700,2128256,2128256,2128256,53.15774668225340
,f0224984,CN,CN-HB,Tuokexun Windfarm Phase 1 and 2,219,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0224984,17588,837760,1487.9916666666700,1467648,2305344,1926503.4016543500,145.34060560661600
,f0227567,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,229,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0227567,17359,1002560,1487.9916666666700,968064,1970560,1434890.8394872400,152.1865728281590
,f0228232,CN,CN-HA,Tuokexun Windfarm Phase 1 and 2,19,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0228232,17340,4608,1487.9916666666700,481408,485952,481514.05865848300,12.561602216879800
,f0231112,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0231112,17339,384,1487.9916666666700,768,1088,973.3538382271410,0.06887480072700250
,f0232459,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,119,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0232459,17220,0,1487.9916666666700,3170208,3170208,3170208.0000000000,79.18272698117760
,f0232650,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,8,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0232650,17212,0,1487.9916666666700,192896,192896,192896,4.817990271856370
,f0239678,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,121,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0239678,17091,654976,1487.9916666666700,192,654976,182175.8335116120,80.56020668057740
,f0239688,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,81,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0239688,17010,317760,1487.9916666666700,458208,770880,661712.9533207490,53.403749835639500
,f0240035,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,155,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0240035,16855,613664,1487.9916666666700,1088416,1701824,1283856.8533201900,103.28278875548500
,f0240392,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,223,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0240392,16632,760000,1487.9916666666700,2090240,2850112,2394305.8871073600,148.00092420312700
,f0241764,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,207,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0241764,16425,852992,1487.9916666666700,1202240,2055168,1550496.4858450200,137.7167023231340
,f0396188,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,174,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0396188,16251,747264,1487.9916666666700,866944,1614144,1158771.141146620,115.66278767470800
,f0396846,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,3,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0396846,16248,0,1487.9916666666700,61056,61056,61056.00000000000,1.5250042200899000
,f0397083,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,2,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0397083,16246,1344,1487.9916666666700,40192,41536,41433.07254184890,1.1908508484913600
,f0397802,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,20,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0397802,16226,0,1487.9916666666700,517312,517312,517312.00000000000,12.920973910887500
,f0399814,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,123,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0399814,16103,0,1487.9916666666700,3272672,3272672,3272672.0000000000,81.74198458742910
,f0400103,CN,HK,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0400103,16102,32,1487.9916666666700,24384,24416,24412.045497566600,0.6134566627086080
,f0400307,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,56,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0400307,16046,0,1487.9916666666700,1488256,1488256,1488256.0000000000,37.172377498921000
,f0400644,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0400644,16045,224,1487.9916666666700,1824,2048,1903.107969914710,0.07352939662036390
,f0402431,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,45,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0402431,16000,64,1487.9916666666700,1194432,1194432,1194432,29.840921707898800
,f0403050,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,60,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0403050,15940,263360,1487.9916666666700,288896,552256,367739.1221949050,39.74800360187980
,f0403177,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,1,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0403177,15939,0,1487.9916666666700,11360,11360,11360,0.28374030300414900
,f0404193,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,764,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0404193,15175,3028480,1487.9916666666700,4628224,7646400,6315426.826718340,509.19644937814800
,f0406475,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,276,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0406475,14899,0,1487.9916666666700,7341248,7341248,7341248.000000000,183.36337429125000
,f0406478,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,71,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0406478,14828,282720,1487.9916666666700,394624,676736,559213.8697909390,46.7772233706944
,f0410701,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,204,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0410701,14624,967520,1487.9916666666700,477888,1445376,936511.3539390310,135.6720863964800
,f0413684,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,139,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0413684,14485,0,1487.9916666666700,3698240,3698240,3698240.0000000000,92.3714558258859
,f0413801,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,371,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0413801,14114,1831552,1487.9916666666700,354912,2186464,1372351.3139746500,246.82904952861900
,f0417767,CN,CN-FJ,Tuokexun Windfarm Phase 1 and 2,863,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0417767,13251,4405600,1487.9916666666700,32,4405600,2542652.6524902100,574.778141595583
,f0419945,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,296,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0419945,12955,578432,1487.9916666666700,5156608,5735040,5199265.129934650,196.9898127129250
,f0421858,CN,CN-XX,Tuokexun Windfarm Phase 1 and 2,76,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0421858,12879,402912,1487.9916666666700,115584,517696,143466.8050784340,50.34133456513770
,f0422229,CN,CN-NM,Tuokexun Windfarm Phase 1 and 2,192,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0422229,12687,808896,1487.9916666666700,1088064,1896896,1360525.2090345500,127.85442174950300
,f0427393,CN,CN-XJ,Tuokexun Windfarm Phase 1 and 2,8,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0427393,12679,0,1487.9916666666700,199488,199488,199488,4.982639574444690
,f0427989,CN,CN-CQ,Tuokexun Windfarm Phase 1 and 2,1905,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0427989,10774,8364640,1487.9916666666700,7439040,15795968,11979284.320723200,1269.9248624402900
,f0432329,CN,CN-GZ,Tuokexun Windfarm Phase 1 and 2,532,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0432329,10242,2183360,1487.9916666666700,2905600,5088960,4035127.9558689100,354.1649169161700
,f0432345,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,395,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0432345,9847,1572704,1487.9916666666700,2326304,3899008,3218661.5683107800,262.90528340354200
,f0432382,CN,CN-GZ,Tuokexun Windfarm Phase 1 and 2,212,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0432382,9635,1068736,1487.9916666666700,112384,1181056,673426.6234017890,140.84710087492700
,f0432594,CN,CN-HA,Tuokexun Windfarm Phase 1 and 2,196,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0432594,9439,772416,1487.9916666666700,1127872,1900288,1627479.7938608500,130.2886790185450
,f0435140,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,23,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0435140,9416,84928,1487.9916666666700,146048,230912,203057.52178271600,14.9276918049676
